,smiles,microsom_stab_h
800,Cc1ccc(NC(=O)OC(C)(C)C)c2c1N(C(=O)[C@H]1CCCO1)CCC2,1.526093625
802,Cc1nc([C@H]2CC[C@H](CNC(=O)CN3CCC(c4ccccc4)CC3)CC2)ccc1C(N)=O,1.57209289
803,O=C(NC1(c2ccccc2)CCC1)c1cc(C2CC2)on1,0.911743378
804,CN(Cc1nnc(C2CC2)n1C)C(=O)C1C2CC3CC(C2)CC1C3,1.679164333
805,CN(Cc1nc(N)c2ccccc2n1)Cc1ccc(F)cc1F,1.732417887
806,CCCCCNC(=N)N/N=C/c1c[nH]c2ccc(OC)cc12,1.013300787
807,COc1ccc(CCn2c(C3CC3)n[nH]c2=O)cc1,0.745387121
808,Cn1c(=O)n(C)c2cc(CN3CCC(c4ccc(Cc5ccccc5F)cn4)CC3)ccc21,1.928616017
813,Cc1cccc(NC(=O)c2cccc3ncccc23)c1,1.345863629
814,CCN(Cc1ccncc1)[C@@H]1CN(C(=O)c2ccccc2)C[C@H]1O,1.654744316
816,COCCS(=O)(=O)N1CCC2(Cc3ccccc3C2)C1,1.282576801
817,Cc1cnn(Cc2nnc(-c3ccccc3)s2)c1,1.643383579
818,Cc1cc(N(C)Cc2ccc(N)nc2)nc(-c2ccncc2)n1,1.645746395
819,O=C(NCC1CCC1)c1ccc(-n2ccnc2)nn1,0.920384242
820,CC1(c2nnc(-c3cc(-c4ccccc4)n[nH]3)o2)CCOCC1,1.129883155
821,COc1ccc2nc(C)c(C(=O)Nc3ccccc3N3CCCC3)cc2c1,2.258905342
822,Cc1nnsc1CN(C)c1ccc2cc[nH]c2n1,1.594094078
825,COc1ccc(NC(=O)c2snnc2C)c(OC)c1,1.534495703
826,Cc1ccc(F)c(N(C#N)Cc2nccn2C(F)F)c1,1.299005816
827,CC(=O)N1CCCN(C(=O)Nc2ccc(N(C)C3CCCCC3)c(F)c2)CC1,2.01371757
828,O=S(=O)(c1cn[nH]c1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,1.721192109
829,CN(C)c1ncn(-c2cccc(N)c2)n1,1.185797047
830,Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)Nc2ccc(OCCN3CCOCC3)c3ccccc23)cc1,2.572145236
831,c1ccc(-c2cc3c(N4CCC(c5ncc[nH]5)CC4)ncnc3s2)cc1,2.067625
832,C=CCNC(=O)C1(Cc2ccc(-c3ccccc3)cc2)CCN(C(=O)c2cccnc2)CC1,1.884631128
833,Cc1ccc(-c2nc(CN3CCOCC3)n(Cc3ccc(F)cc3)n2)o1,1.992496079
836,Cc1cccc(NC(=O)c2ccc3ccccc3c2)n1,1.962748053
837,c1ccc(-c2c(-c3ccc(OCCN4CCCC4)cc3)[nH]c3ncnc(NCC4SCCS4)c23)cc1,1.904109382
838,O=C(Nc1cccc(-c2cnco2)c1)C1(c2cccc(F)c2)CCOCC1,1.818252294
840,Cn1cc(CCNC(=O)N2CCc3sccc3C2)cn1,1.177334456
841,Cc1cc(CCCC(=O)NC[C@H]2CC[C@H](c3ccc(C(N)=O)c(C)n3)CC2)ccc1F,2.329509744
842,COC1CCN(C(=O)Nc2cc(C(F)(F)F)cc(C(F)(F)F)c2)CC1,1.777847138
844,CC(C)(C)Sc1c(CC(C)(C)C(=O)O)n(Cc2ccc(Cl)cc2)c2ccc(OCc3ccc4ccccc4n3)cc12,1.458411201
845,Cc1ccc2c(CC(=O)N(C)Cc3nnc4n3CCC4)coc2c1C,1.562138157
846,CC(C)(C)c1nnnn1CC(=O)NC12CC3CC(CC(C3)C1)C2,1.75869242
848,COc1cccc(CC(=O)Nc2ccc3nc(C)sc3c2)c1,1.52748812
849,Cc1cc(C)c(CC(=O)N2CC(CO)C2)c(C)c1,0.698448538
850,CC(C)C[C@@H](CO)n1cc(-c2ccccc2Cn2cccn2)nn1,2.003417445
852,CC(C)c1nc2c(n1C)CCN(c1ncnc3ccccc13)C2,1.54333533
855,Cc1cc(C(=O)NCCc2ccccn2)c(C)s1,1.799850374
857,Cn1c(-c2ccc(F)cc2)cnc1NC(=O)CCC(=O)N1CC(=O)Nc2ccccc21,1.606972206
861,NC(=O)c1ccccc1NC(=O)CN1CCCC(c2nc3ccccc3o2)C1,2.098650647
862,COc1cc2c(cc1OC)CN(C(=O)C1CCCN(S(=O)(=O)c3ccc(F)cc3)C1)CC2,2.174803841
863,O=C(c1cccc2ccccc12)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,2.842470693
864,CCCS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1,1.792433716
865,O=C(CN1CCCC(c2nc3ccccc3o2)C1)Nc1ccc(OC(F)(F)F)cc1,2.126232092
866,CC(C(=O)Nc1ccc(C(N)=O)cc1)N1CCCC(c2nc3ccccc3o2)C1,2.262629043
867,Cc1ccc(NC(=O)CN2CCCC(c3nc4ccccc4o3)C2)cc1C,2.334206374
869,CN(C(=O)C1CCN(c2ncccn2)CC1)C1CCCCCCC1,2.715346394
870,CCS(=O)(=O)N1CCC(C(=O)N(C)C2CCCCCCC2)CC1,2.1225599
871,O=C(CCCc1cc(Cl)sc1Cl)N1CC[C@H](O)C1,1.268648165
873,Cc1cc(Nc2ccc(F)cn2)cc(C2CCN(C(=O)COc3ccccc3F)C2)n1,2.059949454
874,COCCOCc1ccc(-c2cc3onc(-c4ccccc4)c3c(=O)n2C)cc1,1.137512353
875,Cc1cc(C(=O)N2CCOC(C)(C)C2)cc(C)c1OCc1cccnc1,2.430729553
876,COc1cccc(NC(=O)[C@H]2CCCN(S(=O)(=O)c3ccc(C)cc3)C2)c1,1.580411726
878,COc1ccc(CNC(=O)CCCOc2ccc(C(C)=O)cc2)cc1,1.537214439
879,CCc1ccc(-c2nccn2CC(=O)Nc2ccc(C)cc2F)nc1,1.513270884
880,Cc1cc(NC(=O)C2CCN(c3ccncc3Cl)CC2)no1,1.104657791
881,Fc1cccc(CN2CCN(c3ncccn3)CC2)c1,2.045369927
884,Cc1nc(-c2cc(C)on2)n(CCc2ccccc2)n1,1.964127577
885,CCCNC(=O)c1ccnc(N(C)C)c1,1.590942096
887,CCc1cc2c(cc1N1CCC(N3CCOCC3)CC1)C(C)(C)c1[nH]c3cc(C#N)ccc3c1C2=O,1.553276046
888,CCN(C(=O)c1cc(NC(C)=O)ccc1F)C1CCCC1,1.799271608
889,Cc1ccccc1C(=O)Nc1nc(C)c(C)s1,1.954449956
891,COc1ccccc1C(=O)Nc1cccc(C#N)c1,1.93200167
896,COc1cc(/C=C2\CCCN([C@@H](C)c3ccc(F)cc3)C2=O)ccc1-n1cnc(C)c1,1.646945139
898,CN(Cc1cnn(C)c1)C(=O)c1ccccc1-c1ccccc1C#N,1.806383502
899,O=C(CN1CCc2ccccc21)N1CCC(c2nc3ccccc3[nH]2)CC1,2.049624983
900,O=c1[nH]c2ccccc2n1C1CCN(CCc2ccccn2)CC1,1.093771782
901,CC1Cc2ccccc2N1C(=O)CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,1.787757932
902,Cc1ccc(NC(=O)C(C)(C)c2ccccc2)nc1,1.225438517
904,COCCNc1cc(NC(=O)N2CCCc3cc(CN4CCN(C)CC4=O)c(C=O)nc32)ncc1C#N,1.158935142
906,O=C(Nc1ccccc1-n1ccnc1)c1ccc(F)cc1,1.008216802
908,CC(C(=O)N1CCc2sccc2C1)N1CCCN(c2ccccc2C#N)CC1,3.328241341
912,CN1CCN(c2ncncc2-c2nc(-c3ccccc3)no2)CC1,1.449324093
914,COc1ccc(C)cc1-c1cccnc1O,0.729893404
915,N#Cc1cccc(-c2ccc3[nH]ccc3c2)n1,2.475201781
917,O=C(O)c1nc(-c2ccccc2)oc1-c1ccccc1,0.844725628
918,O=C(c1cccs1)N1C[C@@H]2CCCN(C(=O)c3cccs3)[C@@H]2C1,0.762002969
919,COc1ccc(C)cc1-n1ccc(C(=O)NC(C)C)n1,1.796192597
920,CC(C)c1csc(NC(=O)C2CCN(c3ncccn3)CC2)n1,1.649490631
924,COc1ccc(CNc2ncc(-c3ccc4c(c3)OCO4)n2C)c(OC)c1,2.304921162
926,CN(C)C(=O)c1ccc(NC(=O)c2cccc(F)c2)cc1,0.99895644
927,Cc1cccc(NC(=O)CN(C)c2ncccc2F)n1,1.208414481
929,C[n+]1cc2c3c(ccc2c2ccc4cc5c(cc4c21)OCO5)OCO3,0.915452602
930,Cc1ccc(C)c(S(=O)(=O)N2CCCN(CCn3cccn3)CC2)c1,2.316988798
931,CCOCC(=O)N1CCC2(CCc3ccccc3O2)CC1,1.011908613
932,CCNC(=O)N1CCC2(CCc3ccccc3O2)CC1,0.794069584
933,CCOc1ccc(Nc2nc(-c3c(C)nc4ccccn34)cs2)cc1,2.202093076
934,CCc1ccc(S(=O)(=O)NCc2ccnc(N3CCCC3)n2)cc1,2.49343156
935,Cc1noc(C2CCN(C(=O)C3(c4cccc(F)c4)CCC3)CC2)n1,1.733165153
936,Fc1ccc(NCc2cccc(OCCN3CCOCC3)c2)nc1,1.008344629
937,Cc1ccccc1-n1nc(C(C)(C)C)cc1N,0.816042341
938,COc1cccc(CN2CCC(Cc3ccc(-c4cccnc4)cc3)(C(N)=O)CC2)c1,2.034692614
940,c1nc(NC2CCN(C3CC3)CC2)c2sccc2n1,1.24089854
941,Cc1cnn(CC2CC2)c1NC(=O)/C=C/c1ccccc1,1.140570889
945,Cc1ccc(C)c2c(O)cc(CN3CC(c4ccccn4)C3)nc12,1.562447517
946,COCc1nc(-c2cc(F)ccc2F)c(C)s1,2.124037727
947,Cn1ncc2c(Oc3cccc(C(C)(C)C)c3)ncnc21,1.564121376
948,COc1ccc(-c2noc([C@@H]3CCCN3Cc3cccnc3)n2)cn1,1.991155165
949,N#Cc1ccccc1Cn1nnc(-c2ccccc2)n1,1.028286509
951,N#CCCN(C(=O)c1sccc1C#N)C12CC3CC(CC(C3)C1)C2,2.505268036
952,CN(Cc1ccccn1)c1nc2ccccc2o1,1.176236
953,O=C(NCC#CCN1CCc2ccccc2C1)NCc1ccc(F)cc1,1.901223946
955,COc1ccc(CNc2c(-c3ccc(OC)c(OC)c3)nc3cnccn23)cc1,2.829621496
956,Cc1cc(C)nc(NC(=O)N(C)C2CCC2)c1,1.966592226
957,CCCCN(C)C(=O)Nc1cc(C)ccn1,1.615918504
960,CC1(C)Cc2cc(CN3CCC4(CC3)NC(=O)N(Cc3ccccc3)C4=O)ccc2O1,1.746712023
961,Cc1oc(C)c(C(=O)N(C)Cc2ccccc2N2CCOCC2)c1C,2.961988865
962,c1ccc(CCc2n[nH]c(-c3cccc4cnccc34)n2)cc1,2.027598287
963,COc1cc2cc(N)c(C3CCN(C(=O)C(C)(C)C)CC3)nc2cc1OC,0.847696021
965,Cc1cccc(C(=O)N(C)CCc2cnccn2)c1,1.112873002
966,O=C(C1CCCN(Cc2cc3c(cc2O)OCO3)C1)N1CCOCC1,0.732071941
967,O=C(NCc1ncc(-c2ccccc2)o1)C1CCCCC1,1.621747346
968,CC1CCN(CC(=O)Nc2nc(-c3c[nH]c4ccccc34)cs2)CC1,1.578146195
971,CCOC(=O)N1CCN(C(=O)Nc2cccc3c2CCCC3)CC1,1.575753445
972,Cc1cccc2sc(NC(=O)C(C)(C)C)nc12,1.562590225
973,Cc1cccc(NC(=O)c2ccccc2-c2ccccc2)n1,1.807203431
974,Cc1nc(N2CCc3c(ncn3C)C2)c2c(C)c(C)sc2n1,1.974221452
975,Cc1sc(-c2ccccn2)nc1-c1ccc(NC(=O)C(C)C)cc1,1.188168859
977,COc1cc(F)c(NCC(=O)Nc2ccc(C)cc2)cc1OC,1.50134687
978,CC(=O)N1CCC(C(=O)Nc2nccs2)(c2ccccc2)CC1,0.758230408
979,O=C(NC[C@H]1CCN(c2ccccc2)C1)N1CCc2sccc2C1,2.354724853
980,O=C(NCC1=CCCN(Cc2cc(F)ccc2Cl)C1)c1ccco1,2.300049556
983,CC(C)(O)CNc1ncc(-c2ccnc(Nc3ccnc(Cl)c3)n2)c(CC2CC2)n1,1.372948806
985,O=C(CCc1cc2ccccc2o1)N1CCN(c2cnccn2)CC1,1.842453215
986,COc1cccc(N(C)CCC(=O)N2CCC(c3ccc(-c4ccc(N)nc4)cn3)CC2)c1,2.914450527
987,CC1(C)COCCN1Cc1cnn(-c2ccccc2)n1,1.028652574
989,CCn1cc(NC(=O)c2ccccc2C)cn1,0.856184927
990,CC(C)[C@H](Nc1ncc(Cl)cn1)C(=O)N1CCCC1,1.18619325
991,Cc1sc2nc(CN3CCOCC3)nc(N3CCN(c4ccncc4)CC3)c2c1C,1.26218996
992,COc1ccccc1-c1nn(-c2ccccc2)cc1CO,1.624261464
993,CCc1nc(CN2C(=O)COc3ccc(F)cc32)cs1,1.813694384
994,CCCCn1nc(-c2ccc(C)o2)nc1CNC,1.156185573
995,CC(=O)NCCCOc1ccc(CN2C[C@H](O)[C@@H](Oc3cccc(C)c3)C2)cc1,1.083395108
996,NCc1cccnc1OCc1ccccc1,1.068185862
999,O=C(CN1CCOC(c2ccc(F)cc2)C1)Nc1ccccc1OC(F)F,1.971210885
1000,COc1ccc(NC(=O)C(C)N2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,2.59262526
1003,CN1C(=O)COc2ccc(NC(=O)CCN3C(=O)COc4ccc(Cl)cc43)cc21,2.191260934
1005,CCOC(=O)Cc1c(C)[nH]c2c(-c3ccccc3)cnn2c1=O,0.7930916
1006,Cc1c(CN2CCC(Nc3ncnc4sc(CC(F)(F)F)cc34)CC2)ccc2c1cc(C#N)n2Cc1cn[nH]c1,2.13205146
1009,COc1ccc(-c2csc3ncnc(Oc4ccc(C)nc4)c23)cc1,1.895030067
1011,N[C@H](Cc1c[nH]c2ccccc12)C(=O)N/N=C/c1ccc2nccnc2c1,1.235275877
1013,CC(C)(C)c1ccc(=O)n(CC2CN(CC3(O)CCCC3)C2)n1,0.801472314
1015,Cc1nnc(NCc2cccnc2)c2ccccc12,0.717171027
1016,Cc1c(C)n(Cc2ccccc2)c2ncnc(N)c12,1.203875623
1017,CCCCc1c(C)[nH]c2nc(N(Cc3cccs3)C(C)=O)nn2c1=O,1.137733795
1018,O=c1c2c(nc3ccccn13)CCN(S(=O)(=O)C1CCCCC1)C2,1.299136694
1020,CC(C)c1nc(O)c2nnn(C[C@@H]3CCCN(C(=O)C(C)(C)C)C3)c2n1,1.467874372
1022,CNC(=O)c1cccc(Cn2nnc(-c3ccccc3Cl)n2)c1,1.216482597
1023,CN(C(=O)c1cncc(F)c1)c1cccc2ncccc12,1.346450778
1024,Cc1ccc(NS(C)(=O)=O)c(C(=O)N(C)c2ccc3ccccc3c2)c1,1.092720645
1025,COc1ccc(-c2cn3c4ccccc4nc3n2CCO)cc1,1.625168348
1026,Cc1ccc(C(=O)NCCc2csc(C)n2)cn1,0.871864702
1027,O=C(NCCc1ccccc1)c1cnccn1,1.129174103
1028,CN(C)C(=O)OCCN1CCC(c2c[nH]c3ncccc23)CC1,1.471511737
1030,Cc1nc(CC2CCN(S(=O)(=O)c3c(C)noc3C)CC2)cc(NC2CCCC2)n1,2.395766581
1031,N#Cc1cccc(-c2ccc(=O)n3c2[C@@H]2C[C@@H](CN(Cc4cccs4)C2)C3)c1,2.598019689
1032,CN(Cc1ccccc1N1CCCC1)C(=O)c1cccc(Cn2ccnc2)c1,2.593406811
1033,Cc1cnc(NCc2ccccc2-n2ccnc2)nc1N(C)C,1.527977713
1034,COc1ccc2ccccc2c1CNC(=O)c1cnc(C2CC2)nc1,1.52748812
1035,CSc1ccc(-c2ccc3n(c2=O)C[C@H]2C[C@@H]3CN(C(=O)c3ccncc3)C2)cc1,1.732482218
1036,COc1ccc(-c2ccc(CN(CCN3CCOCC3)Cc3cccnc3)cc2)cc1,2.649960532
1037,COc1ccc(C2(NCc3cccc4ncccc34)CC2)cc1,2.416617211
1040,CSCc1csc(NC(C)=O)n1,1.283210741
1041,CN(C)c1cc(CNc2ccc(C#N)cn2)ccn1,1.018034403
1042,CC(C)(C)n1ncc(C(=O)N2CCCn3ncnc32)c1C(F)(F)F,1.445012288
1044,CCc1nnc(Oc2cccnc2)c(C#N)c1CC,0.693902741
1045,O=C(CSc1nnc(-c2cccs2)[nH]1)N1CCCCCC1,1.595231596
1046,Cc1nc(N(C)C)nc(C)c1NC(=O)C1CCCCC1,0.796088429
1047,COc1ccccc1-c1nnc([C@H]2CCN(Cc3ccccc3C)C2)o1,2.19966469
1048,Cc1ccc2oc([C@H]3CCN(Cc4cccs4)C3)nc2c1,2.102371953
1050,O=C(Nc1ccc(N2CCOCC2)nc1)N1CCc2sccc2C1,0.942603249
1051,Cc1cn(CCN2CCN(c3ccccc3-c3cc(C#N)cc(C(=O)NCCCN4CCCC4)c3)CC2)c2ccccc12,2.079322369
1052,CCN1CCN(Cc2ccc(Nc3ncc(F)c(-c4cc(F)c5nc(C)n(C(C)C)c5c4)n3)nc2)CC1.CS(=O)(=O)O,2.111810079
1053,CC(C)(C)C[C@@H]1COCc2nc(OCc3ccccn3)cc(=O)n21,0.849726444
1055,COc1ccc(F)cc1CN1CCC(n2c(=O)[nH]c3ccccc32)CC1,2.044112311
1056,O=c1[nH]c2ccccc2n1C1CCN(CCOc2ccccc2)CC1,1.471144965
1060,CC(C)(C)NC(=O)Cn1nc(C(c2ccccc2)c2ccccc2)oc1=O,1.350616237
1061,Cc1ccccc1CSc1ccc(-c2ccccn2)nn1,1.980603238
1062,CC(C)c1noc(CN2CCC(n3c(=O)[nH]c4ccccc43)CC2)n1,0.928703027
1063,O=C(c1ccccc1)N1CCN2C(=O)N(Cc3ccccc3)C(=O)[C@H]2C1,0.830716949
1067,O=C1CC[C@H](O)[C@@H](c2cccc(Cl)c2)N1Cc1ccccc1,1.038620162
1069,CC(C)(CO)NCCCCn1c2ccccc2c2ccccc21,1.734055373
1070,Cn1c(=O)n(C2CCCC2)c(=O)c2c(F)cccc21,1.366665721
1071,Cc1noc2ncc(C(=O)Nc3nc(C4CC4)cs3)cc12,1.953648568
1072,Cc1noc(C)c1CS(=O)(=O)Cc1cccc2c1OCCO2,1.600243016
1074,CN1CCc2nc(NC(=O)c3cncn3-c3ccccc3)sc2C1,0.707995746
1075,Cc1ccc2cccc(OCC(=O)N(C)c3ccccc3)c2n1,2.099366372
1076,C=CCn1cnc2c(Cl)cc(-c3ccc(C(=O)NC4CC4)o3)cc21,1.439837761
1077,CCN1C(=O)CC[C@H](C(=O)N2CCc3cc(F)cc(C)c3C2)[C@H]1c1ccncc1,2.266933388
1078,FC(F)(F)COc1ccc(CN2CCc3c(cnn3-c3ccccc3)C2)nn1,1.354953146
1080,CC(=O)N(c1ccc(C)cc1)c1nc(Cn2ccnc2)cs1,1.504362105
1081,Cc1cc2c(C(N)=O)cccc2n1-c1nc2c(c(NCc3ccccc3)n1)COCC2,1.176236
1082,Fc1ccccc1CNc1nc(-c2ccccc2)no1,1.389236984
1083,CC(=O)NC1(C(=O)N2CCCN(c3cccnn3)CC2)CCCCC1,0.888123307
1086,N#Cc1ccccc1N1CCC(N)CC1,1.345099146
1088,Fc1cccc(Cl)c1CNCCc1c[nH]c2ccccc12,2.474006353
1089,CN(C)S(=O)(=O)Nc1ccc(-n2ncc3ccccc32)cc1,1.332761536
1091,CC(=O)N1CCc2ccc(N(C(=O)/C=C/c3cccc(C#N)c3)C3CCN(CCC4CCCC4)CC3)cc21,2.273635458
1093,CC(C)c1noc(-c2ccc(N(C)Cc3cccnc3)nc2)n1,1.65891722
1094,COc1ccc(-c2nc(CN3CCC[C@H](O)C3)no2)cc1,1.060055365
1095,CCc1nc(NC(=O)c2ccccc2F)sc1C,1.414455226
1096,Cc1ccc(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)cc1,2.100608308
1097,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1cccc(F)c1,2.080370307
1099,CN1CC(=O)N(CCCC(=O)Nc2cccc(C#Cc3cccs3)c2)C1=O,1.29444418
1100,O=C(CCc1ccco1)Nc1ccccc1OC(F)F,2.063836054
1101,Cn1cc(C(=O)NCCc2c[nH]c3ccccc23)c(-c2cccnc2)n1,1.558300478
1103,CCCN1CCCN(c2ncccc2C#N)CC1,1.468893548
1104,CSCc1c(C(=O)NC(C)C)oc2ccccc12,1.930103039
1105,Fc1ccc(F)c2c(NCc3ccc(N4CCOCC4)nc3)ccnc12,1.608472546
1106,CCOc1ccccc1CNCCc1c[nH]c2ccccc12,2.104196802
1107,COc1cc(CNCCN2CCOCC2)cc(Cl)c1OCc1ccccc1,1.666059108
1108,COc1ccncc1NCc1ccc2c(c1)OCCO2,1.251492215
1109,O=c1c2cccn2c2ccccc2n1CCCN1CCC(c2ccc(Cl)cc2)CC1,2.262477194
1110,Cn1cc(CCNC(=O)N2CCCc3c(F)cccc32)cn1,1.400555257
1111,Cc1ccc(-n2ccnc2-c2ccoc2)c2cccnc12,1.741009701
1112,O=C(c1cnc(-c2ccccc2)s1)N1CCOC2(CCCC2)C1,1.330494942
1113,Clc1ccccc1CNCc1ccc2c(c1)OCCO2,2.680778648
1114,Cc1cccc(-c2nc(CN(Cc3cnn(C)c3)C(C)C)c(C)o2)c1,1.796865615
1115,O=C(Cc1ccc2ccccc2c1)NCCc1nc2ccccc2[nH]1,2.265991663
1116,COc1ccc(NC(=O)CN2CCC(c3cc(-c4cnc(N)nc4)cc(C)n3)CC2)cc1,1.196120893
1118,c1ccc(-c2nsc(N3CCCN(c4nccs4)CC3)n2)cc1,2.160546559
1119,Cc1nc(N)c2c(C(F)(F)F)cc(C3CCN(C(=O)Cc4ccc(F)cc4)CC3)nc2n1,1.701930465
1123,O=C(CCc1ccc2c(c1)OCO2)Nc1cccc2cnccc12,1.621996303
1124,O[C@@H]1CO[C@H]2C[C@@H]1Nc1c(Cc3ccccc3)cccc12,1.524746532
1125,Cc1cc(C)c(S(=O)(=O)Nc2ccc(N(C)C)cc2)c(C)c1-n1cnnn1,2.07120796
1127,COc1ccc(CCC(=O)N2CCN(C(=O)c3cc4n(n3)CCCC4)CC2)cc1,1.211093831
1128,Cc1ccc(-n2c(S)nnc2-c2ccc(O)cc2)c(C)c1,1.006380459
1129,Cc1nccn1-c1cncc(N2CCN(CC3CCCC3)C(=O)C2)n1,1.293428854
1130,N#Cc1c(O)nc2scc(-c3ccc(-c4ccccc4O)cc3)c2c1O,1.047508506
1132,CN(CC(=O)NC1(C#N)CCCC1)c1ccccc1,1.307196421
1134,Cc1ccc(C)c(S(=O)(=O)N2CCCN(C3CCC3)CC2)c1,2.329505677
1135,COc1c(N)ncnc1N1CCCC(C)(C)CC1,1.5704145
1136,COc1ccc(-c2nnc(-c3ccccc3)o2)cc1OC,1.693946678
1140,Cc1csc(N2CCN(Cc3ccc(OCC(F)(F)F)nc3)CC2)n1,1.356121506
1141,CNc1nc(-c2cc(OC)cc(OC)c2)ncc1F,1.568975721
1144,CCCn1c(=O)n(Cc2ccc(C#N)cc2F)c2ccccc21,1.730903345
1145,OCCCCCn1cc(-c2ccccc2-c2ccco2)nn1,1.531504463
1146,Cc1ccc(C2=NC3(CCN(Cc4ccc(F)cc4)CC3)NC2=O)cc1,1.048208667
1149,COc1ccc(CN(C)C(=O)Nc2ccccc2)cc1F,1.261048643
1151,CC(C)c1ccc(-c2cc3c(=O)n(CCC(=O)NCCN(C)C)ccn3n2)cc1,2.259189974
1152,CCOC(=O)Nc1ccc2c(c1)N(C(=O)CN(CC)CC)c1ccccc1CC2,1.652604075
1154,Cc1nccc(-c2cccc(NCc3cc(C)on3)c2)n1,1.775428392
1155,O=C(CN1CCCN(c2ccc(C(F)(F)F)cn2)CC1)Nc1ccccc1Cl,2.360464659
1156,Cc1ccc(C)c(NC(=O)CN2CCCN(c3ccc(C(F)(F)F)cn3)CC2)c1,2.650083031
1157,C/C=C/CC(=O)N1CCC(c2cc(Cc3ccccc3)n[nH]2)CC1,1.715736003
1158,O=C(NC1=NS(=O)(=O)c2ccccc21)c1cc(-c2ccc(F)cc2)no1,1.955577119
1160,CCc1nnc2n1CCN(C(=O)c1ccccc1Oc1cccnc1)C2,0.684037037
1162,CN1CCc2ncnc(N3CCCN(c4nccs4)CC3)c2C1,1.367765791
1163,Cc1cc(N(C)C)nc(N(C)Cc2csc(C)n2)n1,1.486047734
1164,Cc1cccc(N2CCN(C(=O)c3cncnc3C(C)C)CC2)c1,2.159064637
1166,Cc1cnn(C2CN(CC3(O)CCCCC3)C2)c1,1.738312727
1168,CN(Cc1cscn1)c1nc2c(cc1C#N)CCC2,1.977385181
1170,Cc1cc(CNc2cc(C(=O)N(C)C)ccn2)sc1Br,1.559308011
1171,CCC(Nc1cnn(C)c1)c1ccc2c(c1)OCCO2,1.058577849
1172,CC(C)c1cccc(CN2C(=O)N(C)C3(CCCCC3)C2=O)n1,2.917223415
1174,Brc1cc2c(cc1Cn1cncn1)OCCCO2,0.886265059
1176,O=C(c1ccccn1)N1CCCC(c2cccc(-c3cccc(Cl)c3)n2)C1,2.213581502
1177,CN1CCN(c2ccc(NC(=O)c3ccc(S(=O)(=O)N4CCCc5ccccc54)cc3)cc2)CC1,2.720869311
1179,COc1ccccc1CC(=O)Nc1ncc(C)s1,1.247997802
1180,CCCN(CC)c1ccc(C(=O)N2CCCN(C(C)=O)CC2)cc1,1.40940895
1181,Cc1c(Cl)cccc1NC(=O)C(C)N1CCCN(c2nccs2)CC1,2.967351376
1182,Cc1nc(N2CCOc3ccccc3C2)c2cnn(C)c2n1,1.797038905
1183,COCC(=O)Nc1cccc(-n2cccc2)c1,2.312775898
1184,CO[C@H]1CC[C@@H](C(=O)c2ccc3nc4c(cc3c2)CCCO4)CC1,1.468332558
1185,Cc1cnc(-c2nc(NCc3ccccn3)ncc2-c2onc(C)c2C)cn1,2.066225262
1186,CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1,1.36660971
1188,Cc1ccc(C)c(OCCN(C)C(=O)c2ccc3c(c2)nnn3C)c1,1.774458569
1190,COc1ccc(N2CCCN(CC3CCN(C(=O)C4CC4)CC3)CC2)cc1,0.701654317
1191,CCc1nc2ccccc2n1CC(=O)Nc1ncc(C)s1,0.931152639
1192,O=C(CSC1CCCC1)NCCn1nc2c(cc1=O)CCCC2,1.851105401
1193,O=c1ccc(-c2ccc(F)cc2)nn1Cc1ccncc1,0.888684847
1194,COc1ccc(-c2noc([C@@H]3CCCN3Cc3ccccc3)n2)cn1,1.952298315
1195,Cc1cc(C)c2c(c1)CCCN2C(=O)c1ccc(-c2nnc(C)o2)cc1,2.174365132
1196,CCC(=O)N(C)c1ccccc1C(=O)O,1.37386787
1199,COC(=O)c1ccc(NC(=O)N(C)Cc2ccccc2CN2CCCC2)cc1,1.25947442
1200,Cc1ccccc1N(CC(=O)N(C)C)S(C)(=O)=O,0.802910489
1202,COc1cc2ncnc(Nc3ccc(F)c(Cl)c3)c2cc1OCCCN1CCOCC1,1.83466862
1203,COc1ccc(C(=O)Nc2ccc3oc(C)nc3c2)c(OC)c1,1.403926565
1205,Fc1cccc(OC2CCN(Cc3nc4ccccc4[nH]3)CC2)c1,1.970039879
1206,O=C1NCC2(C/C=C/CCOc3ccccc31)CCN(C(=O)c1ccc3[nH]nnc3c1)CC2,1.6318596
1207,Cc1ccc(CN(C)c2ncnc3c2cnn3C)o1,1.283052343
1211,C=CCN(Cc1cccnc1)c1nc(C)nc2sccc12,2.273702525
1214,COc1cccc(CN2CCN(C(=O)Cc3ccc(C)cc3)[C@@H](C)C2)c1,2.361973237
1216,O=c1ncn2nc(Sc3ccc(F)cc3F)ccc2c1-c1c(Cl)cccc1Cl,1.164293359
